Symbol,Current Price,Date,Time,Change,Open,High,Low,Volume,Trade Date,Purchase Price,Quantity,Commission,High Limit,Low Limit,Comment,Transaction Type
DAG-USD,0.011359796,2026/03/05,20:27 UTC,-7.4308366E-5,0.011448196,0.011459103,0.011335017,1130455,20230411,0.04094,10000.0,,,,,
DEGEN30096-USD,7.287914E-4,2026/03/05,20:25 UTC,-2.7374015E-5,7.411262E-4,7.493171E-4,7.148892E-4,1481786,20250201,0.006826,14504.0,0.99,,,Uphold,
DGB-USD,0.004106491,2026/03/05,20:27 UTC,-2.5943993E-4,0.004326655,0.004326655,0.004096195,2235564,20210315,0.06377,3928.0,,,,,
DGB-USD,0.004106491,2026/03/05,20:27 UTC,-2.5943993E-4,0.004326655,0.004326655,0.004096195,2235564,20210511,0.1377,3630.73,,,,,
DGB-USD,0.004106491,2026/03/05,20:27 UTC,-2.5943993E-4,0.004326655,0.004326655,0.004096195,2235564,20210513,0.11955,1672.8,,,,,
DGB-USD,0.004106491,2026/03/05,20:27 UTC,-2.5943993E-4,0.004326655,0.004326655,0.004096195,2235564,20210515,0.11,2711.0,,,,,
DGB-USD,0.004106491,2026/03/05,20:27 UTC,-2.5943993E-4,0.004326655,0.004326655,0.004096195,2235564,20210517,0.11067,3614.26,,,,,
DGB-USD,0.004106491,2026/03/05,20:27 UTC,-2.5943993E-4,0.004326655,0.004326655,0.004096195,2235564,20210519,0.08,1142.17,,,,,
DGB-USD,0.004106491,2026/03/05,20:27 UTC,-2.5943993E-4,0.004326655,0.004326655,0.004096195,2235564,20210520,0.08849636,2259.98,,,,,
DGB-USD,0.004106491,2026/03/05,20:27 UTC,-2.5943993E-4,0.004326655,0.004326655,0.004096195,2235564,20210523,0.0642,4672.7,,,,,
DGB-USD,0.004106491,2026/03/05,20:27 UTC,-2.5943993E-4,0.004326655,0.004326655,0.004096195,2235564,20210531,0.06874,4363.7,,,,,
DGB-USD,0.004106491,2026/03/05,20:27 UTC,-2.5943993E-4,0.004326655,0.004326655,0.004096195,2235564,20210612,0.05537,1805.9,,,,,
DGB-USD,0.004106491,2026/03/05,20:27 UTC,-2.5943993E-4,0.004326655,0.004326655,0.004096195,2235564,20210612,0.05536,1806.2,,,,,
DGB-USD,0.004106491,2026/03/05,20:27 UTC,-2.5943993E-4,0.004326655,0.004326655,0.004096195,2235564,20210622,0.04065,2459.7,,,,,
DGB-USD,0.004106491,2026/03/05,20:27 UTC,-2.5943993E-4,0.004326655,0.004326655,0.004096195,2235564,20210624,0.04515,4326.23,,,,,
DGB-USD,0.004106491,2026/03/05,20:27 UTC,-2.5943993E-4,0.004326655,0.004326655,0.004096195,2235564,20210704,0.04665,4286.5,,,,,
DGB-USD,0.004106491,2026/03/05,20:27 UTC,-2.5943993E-4,0.004326655,0.004326655,0.004096195,2235564,20210722,0.03762,5315.0,,,,,
DGB-USD,0.004106491,2026/03/05,20:27 UTC,-2.5943993E-4,0.004326655,0.004326655,0.004096195,2235564,20210730,0.04371,1143.8,,,,,
DGB-USD,0.004106491,2026/03/05,20:27 UTC,-2.5943993E-4,0.004326655,0.004326655,0.004096195,2235564,20210923,0.05099,4905.4,,,,,
DGB-USD,0.004106491,2026/03/05,20:27 UTC,-2.5943993E-4,0.004326655,0.004326655,0.004096195,2235564,20211007,0.05286,5674.4,,,,,
DGB-USD,0.004106491,2026/03/05,20:27 UTC,-2.5943993E-4,0.004326655,0.004326655,0.004096195,2235564,20211014,0.057051,10000.0,,,,,
DGB-USD,0.004106491,2026/03/05,20:27 UTC,-2.5943993E-4,0.004326655,0.004326655,0.004096195,2235564,20211119,0.05177,1931.3,,,,,
DGB-USD,0.004106491,2026/03/05,20:27 UTC,-2.5943993E-4,0.004326655,0.004326655,0.004096195,2235564,20211208,0.03905,5120.8,,,,,
DGB-USD,0.004106491,2026/03/05,20:27 UTC,-2.5943993E-4,0.004326655,0.004326655,0.004096195,2235564,20220121,0.022,22600.0,,,,,
DGB-USD,0.004106491,2026/03/05,20:27 UTC,-2.5943993E-4,0.004326655,0.004326655,0.004096195,2235564,20220502,0.02,24272.0,,,,,
DGB-USD,0.004106491,2026/03/05,20:27 UTC,-2.5943993E-4,0.004326655,0.004326655,0.004096195,2235564,20220510,0.01548,30000.0,,,,,
DGB-USD,0.004106491,2026/03/05,20:27 UTC,-2.5943993E-4,0.004326655,0.004326655,0.004096195,2235564,20220512,0.012,41508.0,,,,,
DGB-USD,0.004106491,2026/03/05,20:27 UTC,-2.5943993E-4,0.004326655,0.004326655,0.004096195,2235564,20221017,0.009,10483.0,,,,,
DGB-USD,0.004106491,2026/03/05,20:27 UTC,-2.5943993E-4,0.004326655,0.004326655,0.004096195,2235564,20221018,0.009,21816.0,,,,,
DGB-USD,0.004106491,2026/03/05,20:27 UTC,-2.5943993E-4,0.004326655,0.004326655,0.004096195,2235564,20231104,0.00761441,65633.97388,,,,,
DNT-USD,0.008045489,2026/03/05,20:28 UTC,-6.640358E-4,0.008374501,0.008620055,0.008042515,96366,20210106,0.0526,1844.06,,,,,
DNT-USD,0.008045489,2026/03/05,20:28 UTC,-6.640358E-4,0.008374501,0.008620055,0.008042515,96366,20221024,0.037368,12845.45,,,,,
DOGE-USD,0.09461874,2026/03/05,20:28 UTC,-0.0081468895,0.09903025,0.09908298,0.09305318,1644718208,20230327,0.07414,1348.7,,,,,
DOGS32698-USD,2.875945E-5,2026/03/05,20:28 UTC,1.0730764E-7,2.8297249E-5,2.9611867E-5,2.7990354E-5,5054225,20240912,0.00106,94103.0,2.99,,,Crypto.com,
DOT-USD,1.5367533,2026/03/05,20:27 UTC,-0.016999722,1.542103,1.5507848,1.4883988,157153808,20250507,4.19,59.35,0.0,,,,
DOT1-USD,24.87874,2021/12/17,21:59 UTC,-1.5337791,25.97095,26.20855,24.381401,1280357504,20210222,37.8327,5.286432,,,,,
DOT1-USD,24.87874,2021/12/17,21:59 UTC,-1.5337791,25.97095,26.20855,24.381401,1280357504,20210703,15.78,63.36,,,,,
DOT1-USD,24.87874,2021/12/17,21:59 UTC,-1.5337791,25.97095,26.20855,24.381401,1280357504,20221009,6.97,42.98,,,,,
DYDX-USD,0.09340315,2026/03/05,20:27 UTC,-0.0072600693,0.098402455,0.09843015,0.09194556,9639644,20221020,1.5123,330.619,,,,,
EGLD-USD,4.182787,2026/03/05,20:27 UTC,-0.14238167,4.2750993,4.2750993,4.103014,8026822,20241005,25.65,19.49,20.0,,,Uphold,
ELON-USD,3.8456513E-8,2026/03/05,20:28 UTC,-1.1092993E-9,3.916994E-8,4.0108898E-8,3.8191875E-8,1959508,20211221,1.2E-6,1.0E7,,,,,
ELON-USD,3.8456513E-8,2026/03/05,20:28 UTC,-1.1092993E-9,3.916994E-8,4.0108898E-8,3.8191875E-8,1959508,20220130,1.49E-6,6.5E7,,,,,
ELON-USD,3.8456513E-8,2026/03/05,20:28 UTC,-1.1092993E-9,3.916994E-8,4.0108898E-8,3.8191875E-8,1959508,20211227,1.8E-6,3.5E7,,,,,
ELON-USD,3.8456513E-8,2026/03/05,20:28 UTC,-1.1092993E-9,3.916994E-8,4.0108898E-8,3.8191875E-8,1959508,20211231,1.63E-6,6.5E7,,,,,
ELON-USD,3.8456513E-8,2026/03/05,20:28 UTC,-1.1092993E-9,3.916994E-8,4.0108898E-8,3.8191875E-8,1959508,20220107,1.4E-6,3.5E7,,,,,
ELON-USD,3.8456513E-8,2026/03/05,20:28 UTC,-1.1092993E-9,3.916994E-8,4.0108898E-8,3.8191875E-8,1959508,20220121,9.7E-7,3.5E7,,,,,
ELON-USD,3.8456513E-8,2026/03/05,20:28 UTC,-1.1092993E-9,3.916994E-8,4.0108898E-8,3.8191875E-8,1959508,20220529,4.615E-7,1.22429772334E9,,,,,
EOS-USD,0.07871574,2026/03/05,20:27 UTC,-0.0016248748,0.07913568,0.079256855,0.07687548,73063,20210425,4.94,40.486,0.0,,,,
EOS-USD,0.07871574,2026/03/05,20:27 UTC,-0.0016248748,0.07913568,0.079256855,0.07687548,73063,20220127,2.16,400.0,0.0,,,,
EOS-USD,0.07871574,2026/03/05,20:27 UTC,-0.0016248748,0.07913568,0.079256855,0.07687548,73063,20211105,4.51,5000.0,0.0,,,,
EOS-USD,0.07871574,2026/03/05,20:27 UTC,-0.0016248748,0.07913568,0.079256855,0.07687548,73063,20210523,4.0,25.0,0.0,,,,
EPX-USD,3.5533247E-7,2026/03/05,20:27 UTC,-2.2175271E-8,3.7750775E-7,3.7750775E-7,3.5533247E-7,0,20221003,5.258E-4,150000.0,0.0,,,,
EPX-USD,3.5533247E-7,2026/03/05,20:27 UTC,-2.2175271E-8,3.7750775E-7,3.7750775E-7,3.5533247E-7,0,20221104,5.06E-4,110000.0,0.0,,,On ledger now,
ETH-USD,2092.2974,2026/03/05,20:27 UTC,-80.63818,2128.6384,2159.787,2059.0234,23540180992,20220711,1149.0,0.95,,,,,
FDN,248.98,2026/03/05,15:29 EST,2.119995,246.84,250.89,246.7,479991,20210221,234.71,1.70427,,,,,
FDN,248.98,2026/03/05,15:29 EST,2.119995,246.84,250.89,246.7,479991,20210221,234.71,0.85213,,,,,
FET-USD,0.1541974,2026/03/05,20:28 UTC,-0.0032286495,0.15543143,0.15680574,0.15010671,123093344,20250315,0.53,932.0,0.0,,,Uphold,
FET-USD,0.1541974,2026/03/05,20:28 UTC,-0.0032286495,0.15543143,0.15680574,0.15010671,123093344,20210806,0.49,6.0,0.0,,,,
FET-USD,0.1541974,2026/03/05,20:28 UTC,-0.0032286495,0.15543143,0.15680574,0.15010671,123093344,20220708,0.1555,2000.0,0.0,,,,
FIL-USD,1.022616,2026/03/05,20:27 UTC,-0.0066474676,1.0248082,1.0400337,0.99783313,96490104,20250516,2.88,86.0,0.0,,,Uphold,
FIL-USD,1.022616,2026/03/05,20:27 UTC,-0.0066474676,1.0248082,1.0400337,0.99783313,96490104,20250516,2.94,169.8,0.0,,,Uphold,
FLR-USD,0.009236593,2026/03/05,20:28 UTC,-2.437979E-4,0.0093759345,0.009394239,0.009158324,3486450,20240718,0.0,455.8,0.0,,,Uphold,
FLR-USD,0.009236593,2026/03/05,20:28 UTC,-2.437979E-4,0.0093759345,0.009394239,0.009158324,3486450,20241015,0.0,430.44,0.0,,,Uphold ,
FLR-USD,0.009236593,2026/03/05,20:28 UTC,-2.437979E-4,0.0093759345,0.009394239,0.009158324,3486450,20250213,0.0,467.0,0.0,,,Uphold,
FLR-USD,0.009236593,2026/03/05,20:28 UTC,-2.437979E-4,0.0093759345,0.009394239,0.009158324,3486450,20241218,0.0,438.2,0.0,,,Uphold,
FLR-USD,0.009236593,2026/03/05,20:28 UTC,-2.437979E-4,0.0093759345,0.009394239,0.009158324,3486450,20250116,0.0,471.0,0.0,,,Uphold ,
FLR-USD,0.009236593,2026/03/05,20:28 UTC,-2.437979E-4,0.0093759345,0.009394239,0.009158324,3486450,20231220,0.0,632.49,0.0,,,,
FLR-USD,0.009236593,2026/03/05,20:28 UTC,-2.437979E-4,0.0093759345,0.009394239,0.009158324,3486450,20240522,0.0,479.8,0.0,,,,
FLR-USD,0.009236593,2026/03/05,20:28 UTC,-2.437979E-4,0.0093759345,0.009394239,0.009158324,3486450,20240419,0.0,533.0,0.0,,,,
FLR-USD,0.009236593,2026/03/05,20:28 UTC,-2.437979E-4,0.0093759345,0.009394239,0.009158324,3486450,20260218,0.0,362.0,0.0,,,Uphold,
FLR-USD,0.009236593,2026/03/05,20:28 UTC,-2.437979E-4,0.0093759345,0.009394239,0.009158324,3486450,20231010,0.00978,5000.0,0.0,,,,
FLR-USD,0.009236593,2026/03/05,20:28 UTC,-2.437979E-4,0.0093759345,0.009394239,0.009158324,3486450,20250313,0.0,459.0,0.0,,,Uphold,
FLR-USD,0.009236593,2026/03/05,20:28 UTC,-2.437979E-4,0.0093759345,0.009394239,0.009158324,3486450,20250917,0.0,438.0,0.0,,,Uphold,
FLR-USD,0.009236593,2026/03/05,20:28 UTC,-2.437979E-4,0.0093759345,0.009394239,0.009158324,3486450,20231020,0.0,657.0,0.0,,,,
FLR-USD,0.009236593,2026/03/05,20:28 UTC,-2.437979E-4,0.0093759345,0.009394239,0.009158324,3486450,20250415,0.0,467.0,0.0,,,Uphold,
FLR-USD,0.009236593,2026/03/05,20:28 UTC,-2.437979E-4,0.0093759345,0.009394239,0.009158324,3486450,20251014,0.0,433.0,0.0,,,Uphold,
FLR-USD,0.009236593,2026/03/05,20:28 UTC,-2.437979E-4,0.0093759345,0.009394239,0.009158324,3486450,20230830,0.0,707.44,0.0,,,,
FLR-USD,0.009236593,2026/03/05,20:28 UTC,-2.437979E-4,0.0093759345,0.009394239,0.009158324,3486450,20240116,0.0,627.0,0.0,,,,
FLR-USD,0.009236593,2026/03/05,20:28 UTC,-2.437979E-4,0.0093759345,0.009394239,0.009158324,3486450,20251216,0.0,427.0,0.0,,,Uphold,
FLR-USD,0.009236593,2026/03/05,20:28 UTC,-2.437979E-4,0.0093759345,0.009394239,0.009158324,3486450,20230621,0.0,604.45,0.0,,,,
FLR-USD,0.009236593,2026/03/05,20:28 UTC,-2.437979E-4,0.0093759345,0.009394239,0.009158324,3486450,20250812,0.0,440.0,0.0,,,Uphold,
FLR-USD,0.009236593,2026/03/05,20:28 UTC,-2.437979E-4,0.0093759345,0.009394239,0.009158324,3486450,20240613,0.0,457.0,0.0,,,,
FLR-USD,0.009236593,2026/03/05,20:28 UTC,-2.437979E-4,0.0093759345,0.009394239,0.009158324,3486450,20240919,0.0,429.59,0.0,,,Uphold—flare drop,
FLR-USD,0.009236593,2026/03/05,20:28 UTC,-2.437979E-4,0.0093759345,0.009394239,0.009158324,3486450,20230317,0.02996,6675.0,0.0,,,,
FLR-USD,0.009236593,2026/03/05,20:28 UTC,-2.437979E-4,0.0093759345,0.009394239,0.009158324,3486450,20250514,0.0,462.85,0.0,,,Uphold,
FLR-USD,0.009236593,2026/03/05,20:28 UTC,-2.437979E-4,0.0093759345,0.009394239,0.009158324,3486450,20250612,0.0,456.0,0.0,,,Uphold,
FLR-USD,0.009236593,2026/03/05,20:28 UTC,-2.437979E-4,0.0093759345,0.009394239,0.009158324,3486450,20251112,0.0,425.0,0.0,,,Uphold,
FLR-USD,0.009236593,2026/03/05,20:28 UTC,-2.437979E-4,0.0093759345,0.009394239,0.009158324,3486450,20240814,0.0,583.0,0.0,,,Uphold,
FLR-USD,0.009236593,2026/03/05,20:28 UTC,-2.437979E-4,0.0093759345,0.009394239,0.009158324,3486450,20250716,0.0,448.0,0.0,,,Uphold,
FLR-USD,0.009236593,2026/03/05,20:28 UTC,-2.437979E-4,0.0093759345,0.009394239,0.009158324,3486450,20230412,0.0,410.0,0.0,,,,
FLR-USD,0.009236593,2026/03/05,20:28 UTC,-2.437979E-4,0.0093759345,0.009394239,0.009158324,3486450,20240222,0.0,603.15,0.0,,,,
FLR-USD,0.009236593,2026/03/05,20:28 UTC,-2.437979E-4,0.0093759345,0.009394239,0.009158324,3486450,20231117,0.0,648.0,0.0,,,,
FLR-USD,0.009236593,2026/03/05,20:28 UTC,-2.437979E-4,0.0093759345,0.009394239,0.009158324,3486450,20241113,0.0,434.0,0.0,,,Uphold,
FLR-USD,0.009236593,2026/03/05,20:28 UTC,-2.437979E-4,0.0093759345,0.009394239,0.009158324,3486450,20230518,0.0,734.22,0.0,,,,
FLR-USD,0.009236593,2026/03/05,20:28 UTC,-2.437979E-4,0.0093759345,0.009394239,0.009158324,3486450,20230726,0.0,465.212,0.0,,,,
FLR-USD,0.009236593,2026/03/05,20:28 UTC,-2.437979E-4,0.0093759345,0.009394239,0.009158324,3486450,20240322,0.0,571.0,0.0,,,,
FLR-USD,0.009236593,2026/03/05,20:28 UTC,-2.437979E-4,0.0093759345,0.009394239,0.009158324,3486450,20230330,0.0,12.0,0.0,,,,
FLR-USD,0.009236593,2026/03/05,20:28 UTC,-2.437979E-4,0.0093759345,0.009394239,0.009158324,3486450,20230426,0.0,872.647,0.0,,,,
GALA-USD,0.0035806196,2026/03/05,20:29 UTC,-1.1667353E-4,0.0036155374,0.0036596872,0.0034618773,23395984,20230910,0.01493,33482.0,,,,,
GE,327.675,2026/03/05,15:30 EST,-12.13501,336.58,341.81,320.8,3108811,20201002,48.48,0.375,,,,,
GE,327.675,2026/03/05,15:30 EST,-12.13501,336.58,341.81,320.8,3108811,20201218,87.04,12.75,,,,,
GRIFFAIN-USD,0.008998849,2026/03/05,20:28 UTC,-5.220752E-4,0.009353179,0.00952842,0.008730357,1443325,20250408,0.03,17142.0,0.0,,,Uphold,
HBAR-USD,0.100104444,2026/03/05,20:27 UTC,-0.0020246431,0.101184696,0.10157126,0.09849123,98320112,20241018,0.05385,4623.49,0.99,,,Uphold,
HBAR-USD,0.100104444,2026/03/05,20:27 UTC,-0.0020246431,0.101184696,0.10157126,0.09849123,98320112,20211101,0.4068,4915.8,0.0,,,,
HBAR-USD,0.100104444,2026/03/05,20:27 UTC,-0.0020246431,0.101184696,0.10157126,0.09849123,98320112,20220127,0.2093,4500.0,0.0,,,,
HBAR-USD,0.100104444,2026/03/05,20:27 UTC,-0.0020246431,0.101184696,0.10157126,0.09849123,98320112,20220429,0.1633,6000.0,0.0,,,,
HBAR-USD,0.100104444,2026/03/05,20:27 UTC,-0.0020246431,0.101184696,0.10157126,0.09849123,98320112,20220523,0.1054,5000.0,0.0,,,,
HBAR-USD,0.100104444,2026/03/05,20:27 UTC,-0.0020246431,0.101184696,0.10157126,0.09849123,98320112,20240812,0.0545,6205.37,0.0,,,Uphold,
HBAR-USD,0.100104444,2026/03/05,20:27 UTC,-0.0020246431,0.101184696,0.10157126,0.09849123,98320112,20231020,0.0,385.14,0.0,,,,
HBAR-USD,0.100104444,2026/03/05,20:27 UTC,-0.0020246431,0.101184696,0.10157126,0.09849123,98320112,20231110,0.0,41.76,0.0,,,,
HBAR-USD,0.100104444,2026/03/05,20:27 UTC,-0.0020246431,0.101184696,0.10157126,0.09849123,98320112,20231025,0.0,13.04,0.0,,,,
HBAR-USD,0.100104444,2026/03/05,20:27 UTC,-0.0020246431,0.101184696,0.10157126,0.09849123,98320112,20211018,0.3568,1401.25,0.0,,,,
HBAR-USD,0.100104444,2026/03/05,20:27 UTC,-0.0020246431,0.101184696,0.10157126,0.09849123,98320112,20210512,0.2605,767.5,0.0,,,,
HBAR-USD,0.100104444,2026/03/05,20:27 UTC,-0.0020246431,0.101184696,0.10157126,0.09849123,98320112,20211029,0.3923,3822.8,0.0,,,,
HBAR-USD,0.100104444,2026/03/05,20:27 UTC,-0.0020246431,0.101184696,0.10157126,0.09849123,98320112,20221109,0.04858756,5145.35,0.0,,,,
HBAR-USD,0.100104444,2026/03/05,20:27 UTC,-0.0020246431,0.101184696,0.10157126,0.09849123,98320112,20210523,0.2326,429.7,0.0,,,,
HBAR-USD,0.100104444,2026/03/05,20:27 UTC,-0.0020246431,0.101184696,0.10157126,0.09849123,98320112,20211119,0.38,2602.0,0.0,,,,
HBAR-USD,0.100104444,2026/03/05,20:27 UTC,-0.0020246431,0.101184696,0.10157126,0.09849123,98320112,20220510,0.12,4500.0,0.0,,,,
HBAR-USD,0.100104444,2026/03/05,20:27 UTC,-0.0020246431,0.101184696,0.10157126,0.09849123,98320112,20210630,0.1787156,1119.09632,0.0,,,,
HBAR-USD,0.100104444,2026/03/05,20:27 UTC,-0.0020246431,0.101184696,0.10157126,0.09849123,98320112,20210521,0.2,800.0,0.0,,,,
HBAR-USD,0.100104444,2026/03/05,20:27 UTC,-0.0020246431,0.101184696,0.10157126,0.09849123,98320112,20221007,0.0623,3208.0,0.0,,,,
HBAR-USD,0.100104444,2026/03/05,20:27 UTC,-0.0020246431,0.101184696,0.10157126,0.09849123,98320112,20220620,0.07,5000.0,0.0,,,,
HBAR-USD,0.100104444,2026/03/05,20:27 UTC,-0.0020246431,0.101184696,0.10157126,0.09849123,98320112,20221007,0.06195,3228.46,0.0,,,,
HBAR-USD,0.100104444,2026/03/05,20:27 UTC,-0.0020246431,0.101184696,0.10157126,0.09849123,98320112,20220121,0.2328,2147.0,0.0,,,,
HBAR-USD,0.100104444,2026/03/05,20:27 UTC,-0.0020246431,0.101184696,0.10157126,0.09849123,98320112,20220502,0.1462,5000.0,0.0,,,,
HBAR-USD,0.100104444,2026/03/05,20:27 UTC,-0.0020246431,0.101184696,0.10157126,0.09849123,98320112,20211207,0.2787,1793.9,0.0,,,,
HBAR-USD,0.100104444,2026/03/05,20:27 UTC,-0.0020246431,0.101184696,0.10157126,0.09849123,98320112,20220121,0.2466,4500.0,0.0,,,,
HBAR-USD,0.100104444,2026/03/05,20:27 UTC,-0.0020246431,0.101184696,0.10157126,0.09849123,98320112,20231001,0.0,604.0,0.0,,,,
HBAR-USD,0.100104444,2026/03/05,20:27 UTC,-0.0020246431,0.101184696,0.10157126,0.09849123,98320112,20220930,0.060554,8257.65,0.0,,,,
HBAR-USD,0.100104444,2026/03/05,20:27 UTC,-0.0020246431,0.101184696,0.10157126,0.09849123,98320112,20210520,0.2568,583.9,0.0,,,,
HD,362.26,2026/03/05,15:30 EST,-6.8499756,366.12,366.98,359.2,1768152,20210225,283.43,0.07056,,,,,
ICLN,17.745,2026/03/05,15:30 EST,-0.3449993,17.925,18.085,17.53,3659396,20210210,31.47,19.06602,,,,,
ICP-USD,2.5491831,2026/03/05,20:27 UTC,0.018148422,2.514265,2.582431,2.4736674,65481588,20220127,19.0,20.6,,,,,
ICP-USD,2.5491831,2026/03/05,20:27 UTC,0.018148422,2.514265,2.582431,2.4736674,65481588,20220510,11.0,17.0,,,,,
ICX-USD,0.036935333,2026/03/05,20:27 UTC,-5.8751553E-4,0.037109084,0.037376124,0.03631659,1204854,20230410,0.32,621.49,,,,,
IDAI,2.74,2026/03/05,15:30 EST,0.0,2.789,2.789,2.63,35213,20200929,1.558,640.0,,,,,
IMX10603-USD,0.15981658,2026/03/05,20:29 UTC,-0.0014704317,0.15941134,0.16106214,0.15494497,25209318,20240111,2.2,44.1,0.0,,,,
IMX10603-USD,0.15981658,2026/03/05,20:29 UTC,-0.0014704317,0.15941134,0.16106214,0.15494497,25209318,20250422,0.55,888.57,0.0,,,Uphold,
IMX10603-USD,0.15981658,2026/03/05,20:29 UTC,-0.0014704317,0.15941134,0.16106214,0.15494497,25209318,20240121,1.98,252.49,0.0,,,,
INJ-USD,3.0638561,2026/03/05,20:27 UTC,-0.07914066,3.1204646,3.1231184,3.0009563,53969328,20250308,11.14,22.0,0.0,,,Uphold ,
INJ-USD,3.0638561,2026/03/05,20:27 UTC,-0.07914066,3.1204646,3.1231184,3.0009563,53969328,20240121,37.26,26.83,0.0,,,,
IOST-USD,0.0011306617,2026/03/05,20:27 UTC,-8.894503E-5,0.0012098774,0.0012103915,0.0011266939,5739676,20220401,0.04178,10000.0,,,,,
IOST-USD,0.0011306617,2026/03/05,20:27 UTC,-8.894503E-5,0.0012098774,0.0012103915,0.0011266939,5739676,20221030,0.0122605,16312.5,,,,,
IOST-USD,0.0011306617,2026/03/05,20:27 UTC,-8.894503E-5,0.0012098774,0.0012103915,0.0011266939,5739676,20231010,0.00704,30000.0,,,,,
IOTX-USD,0.0055761505,2026/03/05,20:27 UTC,2.045352E-4,0.0053928173,0.0057562073,0.0053236764,7874094,20220325,0.08965,6000.0,,,,,
IOTX-USD,0.0055761505,2026/03/05,20:27 UTC,2.045352E-4,0.0053928173,0.0057562073,0.0053236764,7874094,20220506,0.058,4000.0,,,,,
IOTX-USD,0.0055761505,2026/03/05,20:27 UTC,2.045352E-4,0.0053928173,0.0057562073,0.0053236764,7874094,20231010,0.01794,12000.0,,,,,
IQ-USD,0.0011458409,2026/03/05,20:29 UTC,-2.3954548E-5,0.0011674162,0.0011715895,0.0011382893,1021308,20221009,0.005129,38991.0,,,,,
IQ-USD,0.0011458409,2026/03/05,20:29 UTC,-2.3954548E-5,0.0011674162,0.0011715895,0.0011382893,1021308,20221104,0.0048,9000.0,,,,,
IVV,682.431,2026/03/05,15:30 EST,-5.848999,685.1,688.62,678.64,3905432,20210225,383.19,1.17436,,,,,
JASMY-USD,0.005721988,2026/03/05,20:28 UTC,-2.0118477E-4,0.0058001676,0.0058456413,0.005623919,15030971,20231101,0.00412,40000.0,,,,,
JASMY-USD,0.005721988,2026/03/05,20:28 UTC,-2.0118477E-4,0.0058001676,0.0058456413,0.005623919,15030971,20220129,0.0,616.39,,,,,
JMIA,7.845,2026/03/05,15:29 EST,-0.10500002,7.85,8.22,7.74,1005274,20211101,18.08,11.0,0.0,,,,
JMIA,7.845,2026/03/05,15:29 EST,-0.10500002,7.85,8.22,7.74,1005274,20201218,39.2,50.0,0.0,,,,
JMIA,7.845,2026/03/05,15:29 EST,-0.10500002,7.85,8.22,7.74,1005274,20240905,10.42,19.19,0.0,,,,
JMIA,7.845,2026/03/05,15:29 EST,-0.10500002,7.85,8.22,7.74,1005274,20240905,4.45,112.0,0.0,,,Ally,
JMIA,7.845,2026/03/05,15:29 EST,-0.10500002,7.85,8.22,7.74,1005274,20230501,2.73,37.36,0.0,,,,
JMIA,7.845,2026/03/05,15:29 EST,-0.10500002,7.85,8.22,7.74,1005274,20211015,19.19,6.51,0.0,,,,
JMIA,7.845,2026/03/05,15:29 EST,-0.10500002,7.85,8.22,7.74,1005274,20220824,7.32,37.0,0.0,,,,
JMIA,7.845,2026/03/05,15:29 EST,-0.10500002,7.85,8.22,7.74,1005274,20230501,2.71,18.47,0.0,,,,
JMIA,7.845,2026/03/05,15:29 EST,-0.10500002,7.85,8.22,7.74,1005274,20230419,2.99,66.9,0.0,,,,
JMIA,7.845,2026/03/05,15:29 EST,-0.10500002,7.85,8.22,7.74,1005274,20211101,19.25,2.6,0.0,,,,
JMIA,7.845,2026/03/05,15:29 EST,-0.10500002,7.85,8.22,7.74,1005274,20211101,19.25,25.97,0.0,,,,
JMIA,7.845,2026/03/05,15:29 EST,-0.10500002,7.85,8.22,7.74,1005274,20240208,3.17,15.77,0.0,,,,
JMIA,7.845,2026/03/05,15:29 EST,-0.10500002,7.85,8.22,7.74,1005274,20230530,2.75,18.18,0.0,,,,
JMIA,7.845,2026/03/05,15:29 EST,-0.10500002,7.85,8.22,7.74,1005274,20220720,5.91,39.08,0.0,,,,
KAS-USD,0.030967373,2026/03/05,20:28 UTC,-0.0012532771,0.030764729,0.031488303,0.030299623,16624144,20231002,0.05,3857.0,,,,,
KAVA-USD,0.05986018,2026/03/05,20:27 UTC,5.779043E-4,0.059508312,0.06349973,0.05819246,28369632,20220120,0.0,2.87,,,,,
KRL-USD,0.15350671,2026/03/05,20:29 UTC,-0.0015935004,0.15457468,0.15457468,0.15314847,103311,20220823,0.446,600.0,,,,,
KSCP,4.1,2026/03/05,15:29 EST,-0.09000015,4.305,4.4557,3.8701,564663,20200711,8.0,125.0,,,,,
KSCP,4.1,2026/03/05,15:29 EST,-0.09000015,4.305,4.4557,3.8701,564663,20231204,0.79,380.0,,,,,
KSM-USD,4.6954126,2026/03/05,20:28 UTC,-0.19868326,4.8062377,4.858739,4.6545806,5988483,20220827,46.79,53.43,,,,,
KSM-USD,4.6954126,2026/03/05,20:28 UTC,-0.19868326,4.8062377,4.858739,4.6545806,5988483,20230314,0.0,4.0,,,,,
LAI23846-USD,3.4701585E-5,2026/03/05,20:27 UTC,-1.5939804E-6,3.6848938E-5,3.688662E-5,3.298262E-5,62203,20250312,0.002969,168372.0,0.0,,,Uphold,
LEVER-USD,8.978783E-6,2026/03/05,20:27 UTC,3.2595926E-7,8.793418E-6,9.411772E-6,8.749806E-6,102914,20240911,0.0022,114395.0,0.0,,,Coinbase wallet ,
LINK-USD,9.264862,2026/03/05,20:28 UTC,-0.2846279,9.351733,9.471164,9.093013,831143936,20210223,25.37333693634718,7.88229,0.0,,,,
